Crash ID,Crash Type,Penalty Price,State_id,Hour_id,Victim_id,Speed_id,Holiday_id
10096,Multiple,300,30,25903,25903,25903,25903
17398,Multiple,130,185,25162,25162,25162,25162
10018,Single,100,174,6801,6801,6801,6801
18440,Multiple,230,158,23670,23670,23670,23670
29018,Multiple,150,106,4994,4994,4994,4994
3303,Multiple,130,248,30748,30748,30748,30748
2462,Multiple,290,175,20049,20049,20049,20049
23654,Multiple,190,235,18894,18894,18894,18894
30771,Multiple,350,203,8358,8358,8358,8358
20526,Single,360,16,4614,4614,4614,4614
16833,Single,190,6,11265,11265,11265,11265
27665,Multiple,270,14,17166,17166,17166,17166
247,Multiple,110,237,7631,7631,7631,7631
7995,Single,100,232,20388,20388,20388,20388
1165,Single,290,173,14821,14821,14821,14821
26856,Multiple,130,4,20986,20986,20986,20986
27023,Multiple,300,6,15100,15100,15100,15100
30965,Single,120,150,1799,1799,1799,1799
9004,Single,230,52,1508,1508,1508,1508
19748,Multiple,180,196,16133,16133,16133,16133
25016,Multiple,240,1,3694,3694,3694,3694
17079,Single,140,106,26236,26236,26236,26236
22407,Single,310,46,29384,29384,29384,29384
711,Single,360,234,23025,23025,23025,23025
20729,Single,30,43,31129,31129,31129,31129
13194,Single,220,127,14242,14242,14242,14242
1705,Single,320,9,26204,26204,26204,26204
3024,Single,390,185,15545,15545,15545,15545
14975,Single,240,218,4947,4947,4947,4947
29971,Single,210,45,14469,14469,14469,14469
12027,Single,320,187,13268,13268,13268,13268
22467,Multiple,40,111,21463,21463,21463,21463
3868,Multiple,190,143,22458,22458,22458,22458
16517,Multiple,300,118,9730,9730,9730,9730
16795,Multiple,190,246,8426,8426,8426,8426
2390,Single,90,181,3532,3532,3532,3532
9763,Multiple,30,27,26456,26456,26456,26456
26085,Single,340,233,28481,28481,28481,28481
27662,Single,70,84,27378,27378,27378,27378
12973,Single,240,1,13025,13025,13025,13025
10580,Multiple,70,147,672,672,672,672
9310,Multiple,240,174,26632,26632,26632,26632
6291,Single,290,132,18062,18062,18062,18062
4675,Multiple,190,210,21531,21531,21531,21531
16677,Single,340,114,14048,14048,14048,14048
19816,Multiple,330,182,6736,6736,6736,6736
14059,Single,230,195,11102,11102,11102,11102
15324,Single,280,228,7504,7504,7504,7504
29089,Single,110,152,28583,28583,28583,28583
17319,Multiple,400,107,6728,6728,6728,6728
12679,Multiple,170,38,29143,29143,29143,29143
5413,Single,140,238,22963,22963,22963,22963
5254,Single,90,42,10122,10122,10122,10122
19281,Single,210,181,61,61,61,61
4593,Multiple,400,121,5286,5286,5286,5286
6355,Multiple,360,118,11647,11647,11647,11647
5256,Multiple,380,127,13409,13409,13409,13409
13064,Single,400,93,1235,1235,1235,1235
11744,Multiple,200,138,14899,14899,14899,14899
23317,Single,270,10,19301,19301,19301,19301
19829,Single,340,55,8204,8204,8204,8204
5111,Multiple,260,134,27153,27153,27153,27153
9067,Single,160,103,6278,6278,6278,6278
21717,Single,100,17,17066,17066,17066,17066
14091,Single,70,222,30324,30324,30324,30324
30592,Single,400,50,12325,12325,12325,12325
10354,Multiple,310,247,23521,23521,23521,23521
1629,Single,400,88,13977,13977,13977,13977
18136,Multiple,120,134,19953,19953,19953,19953
10460,Multiple,270,44,9464,9464,9464,9464
2595,Multiple,280,199,9674,9674,9674,9674
15106,Multiple,40,144,22748,22748,22748,22748
31048,Single,100,154,25344,25344,25344,25344
29308,Multiple,300,157,6483,6483,6483,6483
6549,Single,100,143,27180,27180,27180,27180
106,Multiple,310,31,2132,2132,2132,2132
17599,Multiple,50,115,26348,26348,26348,26348
5987,Single,130,57,8936,8936,8936,8936
303,Single,100,208,30086,30086,30086,30086
28583,Single,220,17,329,329,329,329
11587,Single,360,18,22826,22826,22826,22826
18144,Multiple,190,207,11607,11607,11607,11607
12133,Single,80,22,8198,8198,8198,8198
13856,Multiple,80,180,25546,25546,25546,25546
19495,Multiple,270,49,21294,21294,21294,21294
10038,Multiple,30,57,7449,7449,7449,7449
27578,Multiple,90,202,3065,3065,3065,3065
5368,Multiple,350,89,30128,30128,30128,30128
9743,Multiple,380,145,17328,17328,17328,17328
30264,Multiple,230,152,11404,11404,11404,11404
30550,Multiple,340,88,16293,16293,16293,16293
3052,Multiple,220,121,25417,25417,25417,25417
15921,Multiple,100,130,18539,18539,18539,18539
28863,Single,80,67,12978,12978,12978,12978
11142,Single,190,74,10959,10959,10959,10959
27778,Multiple,150,162,2334,2334,2334,2334
29241,Multiple,280,104,28013,28013,28013,28013
6716,Multiple,210,191,16447,16447,16447,16447
21950,Multiple,60,29,15206,15206,15206,15206
789,Multiple,220,84,30823,30823,30823,30823
23721,Multiple,90,8,25755,25755,25755,25755
22596,Multiple,260,39,31542,31542,31542,31542
21851,Multiple,50,151,13257,13257,13257,13257
1937,Multiple,250,29,22654,22654,22654,22654
2174,Multiple,260,30,22396,22396,22396,22396
20612,Multiple,270,73,506,506,506,506
11427,Multiple,130,99,17468,17468,17468,17468
1730,Multiple,110,19,21710,21710,21710,21710
8838,Multiple,130,240,3160,3160,3160,3160
29944,Single,330,71,12870,12870,12870,12870
22924,Single,50,96,29844,29844,29844,29844
14350,Multiple,310,99,28534,28534,28534,28534
16049,Single,80,160,9736,9736,9736,9736
3879,Single,260,247,2925,2925,2925,2925
10189,Single,290,35,17581,17581,17581,17581
3841,Single,250,67,21712,21712,21712,21712
13502,Multiple,220,221,846,846,846,846
8780,Multiple,190,230,10551,10551,10551,10551
22127,Single,80,149,3857,3857,3857,3857
31304,Single,320,58,22069,22069,22069,22069
31435,Single,120,184,6928,6928,6928,6928
17859,Multiple,260,50,29763,29763,29763,29763
24501,Multiple,270,162,7445,7445,7445,7445
3696,Multiple,390,123,7268,7268,7268,7268
9965,Multiple,270,162,18978,18978,18978,18978
6156,Multiple,310,217,10268,10268,10268,10268
10361,Single,70,222,10066,10066,10066,10066
22859,Single,200,68,29780,29780,29780,29780
26296,Single,80,132,7625,7625,7625,7625
23486,Single,120,226,6473,6473,6473,6473
16551,Single,370,29,4206,4206,4206,4206
7884,Single,250,66,13973,13973,13973,13973
12770,Single,50,226,17992,17992,17992,17992
22518,Single,100,67,2615,2615,2615,2615
22367,Single,120,196,9712,9712,9712,9712
29986,Single,100,115,14188,14188,14188,14188
6615,Single,260,35,21313,21313,21313,21313
11066,Single,300,176,7696,7696,7696,7696
24639,Single,310,125,3563,3563,3563,3563
23518,Single,40,198,30314,30314,30314,30314
13151,Multiple,160,3,16946,16946,16946,16946
24306,Single,270,186,11971,11971,11971,11971
4138,Multiple,120,131,6065,6065,6065,6065
10651,Single,220,221,28063,28063,28063,28063
23222,Single,270,161,21786,21786,21786,21786
30667,Multiple,150,141,19571,19571,19571,19571
29539,Single,140,166,1471,1471,1471,1471
16680,Single,150,247,7037,7037,7037,7037
16444,Single,240,246,17932,17932,17932,17932
2485,Single,90,107,28748,28748,28748,28748
15553,Single,180,34,23757,23757,23757,23757
3918,Multiple,40,212,25448,25448,25448,25448
20650,Single,190,200,2463,2463,2463,2463
250,Multiple,270,28,1087,1087,1087,1087
28922,Multiple,230,192,19024,19024,19024,19024
31346,Multiple,80,22,20751,20751,20751,20751
17173,Single,210,156,8584,8584,8584,8584
15394,Multiple,300,50,24092,24092,24092,24092
29381,Multiple,300,140,25972,25972,25972,25972
30836,Single,270,52,25019,25019,25019,25019
11321,Single,380,180,15105,15105,15105,15105
16259,Single,240,29,16066,16066,16066,16066
11407,Single,270,8,25742,25742,25742,25742
8977,Multiple,100,241,17502,17502,17502,17502
5737,Multiple,360,195,15775,15775,15775,15775
31000,Single,100,60,7392,7392,7392,7392
16505,Multiple,380,20,10013,10013,10013,10013
28949,Multiple,300,147,27700,27700,27700,27700
9651,Single,340,190,2630,2630,2630,2630
23946,Multiple,220,185,15700,15700,15700,15700
17778,Multiple,390,71,106,106,106,106
12457,Single,200,102,17520,17520,17520,17520
4985,Multiple,220,56,17501,17501,17501,17501
8782,Multiple,260,73,17091,17091,17091,17091
9018,Multiple,140,46,897,897,897,897
1706,Single,340,248,24563,24563,24563,24563
13844,Multiple,220,161,19064,19064,19064,19064
29162,Multiple,340,213,12953,12953,12953,12953
19709,Single,110,128,11974,11974,11974,11974
23622,Multiple,340,46,28760,28760,28760,28760
1691,Multiple,370,153,29425,29425,29425,29425
14238,Multiple,190,223,19558,19558,19558,19558
30265,Single,230,86,2718,2718,2718,2718
1252,Multiple,380,31,28599,28599,28599,28599
5624,Single,170,140,4502,4502,4502,4502
18030,Multiple,380,123,10925,10925,10925,10925
29695,Multiple,300,109,3125,3125,3125,3125
28913,Multiple,180,242,10279,10279,10279,10279
10513,Multiple,90,24,14397,14397,14397,14397
24868,Multiple,90,239,20534,20534,20534,20534
19031,Multiple,300,121,24792,24792,24792,24792
13116,Multiple,370,102,7646,7646,7646,7646
13012,Single,310,196,23599,23599,23599,23599
22707,Multiple,360,160,28011,28011,28011,28011
25308,Single,350,215,5631,5631,5631,5631
27561,Single,50,167,20056,20056,20056,20056
24328,Single,200,57,330,330,330,330
9001,Multiple,180,102,6805,6805,6805,6805
6874,Multiple,210,150,10031,10031,10031,10031
25076,Single,380,136,7525,7525,7525,7525
5057,Single,210,77,20982,20982,20982,20982
7555,Single,190,223,21783,21783,21783,21783
24608,Single,290,166,512,512,512,512
29343,Single,130,174,16498,16498,16498,16498
12995,Single,130,178,13469,13469,13469,13469
2941,Multiple,160,211,13718,13718,13718,13718
2191,Multiple,30,57,25450,25450,25450,25450
24381,Single,190,115,12856,12856,12856,12856
4544,Multiple,160,41,13420,13420,13420,13420
28028,Multiple,80,19,9190,9190,9190,9190
22865,Single,290,96,2488,2488,2488,2488
4827,Single,70,170,12774,12774,12774,12774
24154,Multiple,240,56,9543,9543,9543,9543
4613,Single,220,228,27273,27273,27273,27273
10916,Multiple,230,19,6875,6875,6875,6875
20251,Single,320,28,19093,19093,19093,19093
26229,Multiple,260,140,16184,16184,16184,16184
20718,Multiple,320,116,25832,25832,25832,25832
11740,Single,330,194,5265,5265,5265,5265
23831,Single,360,123,31073,31073,31073,31073
192,Multiple,50,245,17094,17094,17094,17094
30742,Multiple,300,222,1525,1525,1525,1525
30354,Single,250,153,26122,26122,26122,26122
2310,Single,300,156,27502,27502,27502,27502
13981,Multiple,160,221,23561,23561,23561,23561
24184,Multiple,150,53,20498,20498,20498,20498
12940,Single,220,75,4628,4628,4628,4628
8222,Single,180,230,8543,8543,8543,8543
29877,Multiple,210,156,24343,24343,24343,24343
13897,Single,380,239,2391,2391,2391,2391
7158,Multiple,290,237,12211,12211,12211,12211
623,Multiple,160,184,17574,17574,17574,17574
9182,Multiple,250,198,22081,22081,22081,22081
21252,Single,320,40,30836,30836,30836,30836
2486,Multiple,310,166,21715,21715,21715,21715
12920,Single,60,94,17923,17923,17923,17923
25964,Multiple,250,228,1431,1431,1431,1431
25614,Multiple,210,248,18739,18739,18739,18739
15683,Single,330,143,4696,4696,4696,4696
24602,Multiple,90,172,21941,21941,21941,21941
17135,Single,270,102,2672,2672,2672,2672
16573,Multiple,370,12,15699,15699,15699,15699
15110,Multiple,30,122,17662,17662,17662,17662
6577,Single,130,194,16195,16195,16195,16195
14769,Multiple,110,62,20455,20455,20455,20455
6853,Single,330,170,8484,8484,8484,8484
10448,Single,270,141,26703,26703,26703,26703
19167,Multiple,130,142,6074,6074,6074,6074
6619,Single,310,166,20639,20639,20639,20639
25343,Single,70,156,26436,26436,26436,26436
8886,Single,320,11,4007,4007,4007,4007
29966,Multiple,30,9,29978,29978,29978,29978
24222,Single,170,51,26259,26259,26259,26259
30641,Multiple,120,61,6655,6655,6655,6655
17585,Single,130,67,7092,7092,7092,7092
11622,Single,310,244,6868,6868,6868,6868
30832,Single,90,191,854,854,854,854
1271,Single,300,47,21566,21566,21566,21566
31416,Multiple,40,55,3679,3679,3679,3679
25387,Single,30,52,11569,11569,11569,11569
23496,Multiple,60,23,19995,19995,19995,19995
3604,Multiple,230,4,16423,16423,16423,16423
22793,Single,250,242,14131,14131,14131,14131
10104,Multiple,390,87,19844,19844,19844,19844
6991,Multiple,200,197,21253,21253,21253,21253
22050,Multiple,110,230,1860,1860,1860,1860
2593,Multiple,120,18,8956,8956,8956,8956
5787,Multiple,70,208,4696,4696,4696,4696
7116,Single,170,130,21210,21210,21210,21210
25423,Single,170,111,79,79,79,79
1526,Multiple,200,98,8172,8172,8172,8172
21579,Multiple,180,195,23954,23954,23954,23954
1416,Multiple,200,26,30437,30437,30437,30437
14697,Multiple,260,22,26309,26309,26309,26309
23976,Single,260,163,15168,15168,15168,15168
12979,Multiple,370,66,12961,12961,12961,12961
18843,Single,240,117,29247,29247,29247,29247
31504,Single,390,30,29775,29775,29775,29775
5370,Multiple,100,83,10252,10252,10252,10252
5127,Multiple,100,216,11242,11242,11242,11242
16802,Multiple,260,47,29495,29495,29495,29495
12623,Multiple,150,105,10375,10375,10375,10375
4028,Multiple,230,126,8,8,8,8
29503,Single,90,110,5022,5022,5022,5022
7184,Single,70,16,2099,2099,2099,2099
20271,Multiple,260,132,17765,17765,17765,17765
9231,Multiple,170,162,12030,12030,12030,12030
803,Multiple,350,227,28329,28329,28329,28329
26255,Multiple,110,80,25784,25784,25784,25784
14212,Single,80,83,15081,15081,15081,15081
20290,Multiple,70,227,17683,17683,17683,17683
6584,Multiple,60,82,6571,6571,6571,6571
15864,Single,400,154,15948,15948,15948,15948
6628,Multiple,390,131,25426,25426,25426,25426
30366,Multiple,230,125,27319,27319,27319,27319
13251,Single,320,43,14389,14389,14389,14389
19796,Multiple,190,233,3211,3211,3211,3211
9371,Single,250,86,9984,9984,9984,9984
11961,Multiple,350,139,24192,24192,24192,24192
23927,Multiple,350,76,8822,8822,8822,8822
1875,Single,350,11,22436,22436,22436,22436
174,Single,140,179,11772,11772,11772,11772
857,Single,240,21,23952,23952,23952,23952
20808,Single,40,85,4598,4598,4598,4598
30289,Single,30,173,25246,25246,25246,25246
6195,Single,260,239,2939,2939,2939,2939
29287,Single,380,13,24540,24540,24540,24540
25695,Single,190,190,23359,23359,23359,23359
3174,Single,30,142,12304,12304,12304,12304
8777,Single,170,72,17934,17934,17934,17934
28628,Single,280,63,7235,7235,7235,7235
18874,Single,370,113,15396,15396,15396,15396
15306,Multiple,90,5,1706,1706,1706,1706
29550,Single,90,223,25958,25958,25958,25958
31655,Multiple,270,70,1057,1057,1057,1057
6382,Multiple,380,3,17539,17539,17539,17539
22567,Single,220,77,6416,6416,6416,6416
2677,Single,300,228,13707,13707,13707,13707
29403,Multiple,110,8,17452,17452,17452,17452
20779,Multiple,320,47,15923,15923,15923,15923
20211,Single,300,143,23295,23295,23295,23295
8064,Multiple,90,201,16747,16747,16747,16747
11748,Multiple,160,200,26662,26662,26662,26662
25083,Single,250,165,24521,24521,24521,24521
16810,Single,70,158,13992,13992,13992,13992
8607,Single,30,25,19506,19506,19506,19506
4486,Single,390,76,4918,4918,4918,4918
12462,Single,320,47,15282,15282,15282,15282
23604,Single,160,105,27193,27193,27193,27193
26108,Multiple,170,33,18549,18549,18549,18549
21440,Single,280,179,23157,23157,23157,23157
13025,Single,290,20,29364,29364,29364,29364
20944,Multiple,30,63,20849,20849,20849,20849
26865,Single,50,10,27982,27982,27982,27982
22724,Single,80,73,17353,17353,17353,17353
4968,Single,40,48,14933,14933,14933,14933
28378,Multiple,30,171,24092,24092,24092,24092
2439,Multiple,330,77,8945,8945,8945,8945
3993,Multiple,370,178,11023,11023,11023,11023
16466,Single,190,124,24221,24221,24221,24221
8954,Multiple,100,86,27665,27665,27665,27665
13020,Multiple,110,152,6305,6305,6305,6305
5021,Single,330,30,23969,23969,23969,23969
29471,Single,240,180,7812,7812,7812,7812
8038,Multiple,310,114,15319,15319,15319,15319
8460,Multiple,190,122,14348,14348,14348,14348
18249,Multiple,170,106,17421,17421,17421,17421
16843,Multiple,270,105,577,577,577,577
14400,Single,160,223,611,611,611,611
24681,Multiple,370,168,8197,8197,8197,8197
26146,Single,40,126,2577,2577,2577,2577
6342,Single,40,213,22503,22503,22503,22503
19653,Multiple,320,193,9236,9236,9236,9236
10272,Multiple,250,156,25171,25171,25171,25171
24366,Single,350,5,27798,27798,27798,27798
20753,Multiple,370,212,13236,13236,13236,13236
18670,Multiple,340,157,4211,4211,4211,4211
24861,Multiple,110,43,171,171,171,171
17918,Multiple,110,182,11863,11863,11863,11863
5665,Multiple,320,11,28668,28668,28668,28668
183,Multiple,210,120,3197,3197,3197,3197
27903,Multiple,60,204,4133,4133,4133,4133
17384,Multiple,280,117,20337,20337,20337,20337
18871,Multiple,220,58,2542,2542,2542,2542
21607,Single,400,175,25768,25768,25768,25768
26838,Multiple,350,216,15576,15576,15576,15576
15336,Single,40,238,39,39,39,39
28083,Multiple,50,110,27399,27399,27399,27399
10915,Multiple,200,188,17408,17408,17408,17408
27160,Single,120,92,8206,8206,8206,8206
7377,Single,400,17,13845,13845,13845,13845
31080,Single,70,42,29407,29407,29407,29407
9588,Multiple,210,29,11802,11802,11802,11802
3234,Single,210,103,16967,16967,16967,16967
26221,Single,200,62,19895,19895,19895,19895
8028,Single,150,23,30575,30575,30575,30575
22081,Multiple,380,90,23610,23610,23610,23610
21674,Single,220,160,14391,14391,14391,14391
11995,Single,360,232,21147,21147,21147,21147
11023,Multiple,50,199,30846,30846,30846,30846
4869,Multiple,190,8,30615,30615,30615,30615
11032,Single,260,117,3719,3719,3719,3719
27389,Multiple,250,165,5263,5263,5263,5263
778,Single,200,90,23258,23258,23258,23258
10148,Multiple,180,215,28357,28357,28357,28357
3083,Multiple,310,186,16450,16450,16450,16450
9483,Multiple,60,128,17531,17531,17531,17531
24749,Multiple,400,174,29624,29624,29624,29624
6151,Multiple,280,164,30530,30530,30530,30530
24253,Multiple,330,226,17762,17762,17762,17762
6302,Single,340,223,18133,18133,18133,18133
23299,Multiple,380,206,11326,11326,11326,11326
14467,Multiple,380,59,20723,20723,20723,20723
6091,Multiple,190,226,23751,23751,23751,23751
6265,Multiple,270,78,10075,10075,10075,10075
25092,Single,30,27,16473,16473,16473,16473
25588,Single,360,55,1721,1721,1721,1721
11735,Single,30,150,7803,7803,7803,7803
18561,Multiple,250,20,11608,11608,11608,11608
6642,Single,390,152,13027,13027,13027,13027
26096,Single,290,76,4272,4272,4272,4272
19719,Single,70,150,16808,16808,16808,16808
11178,Single,290,108,21985,21985,21985,21985
28743,Single,90,16,8748,8748,8748,8748
28959,Single,310,31,305,305,305,305
28372,Multiple,220,5,20723,20723,20723,20723
12087,Single,110,78,31526,31526,31526,31526
20254,Multiple,400,70,6962,6962,6962,6962
16744,Multiple,260,228,11434,11434,11434,11434
27611,Single,330,119,15151,15151,15151,15151
27401,Single,300,53,6146,6146,6146,6146
29467,Single,200,5,15061,15061,15061,15061
21454,Multiple,190,157,17125,17125,17125,17125
19779,Single,350,27,26062,26062,26062,26062
16711,Single,70,15,7525,7525,7525,7525
4047,Multiple,200,65,4932,4932,4932,4932
4982,Single,130,58,31191,31191,31191,31191
11929,Single,360,48,31725,31725,31725,31725
421,Multiple,230,125,30267,30267,30267,30267
7911,Single,160,156,28079,28079,28079,28079
11799,Single,210,222,10281,10281,10281,10281
15406,Single,280,36,1338,1338,1338,1338
19286,Multiple,140,204,27782,27782,27782,27782
18919,Multiple,380,195,1020,1020,1020,1020
7907,Single,390,222,29633,29633,29633,29633
27974,Single,360,52,2215,2215,2215,2215
8864,Single,260,114,16976,16976,16976,16976
24660,Single,340,104,13373,13373,13373,13373
6032,Multiple,380,78,13510,13510,13510,13510
21749,Single,370,177,24520,24520,24520,24520
12002,Single,320,179,14346,14346,14346,14346
5663,Single,150,190,16109,16109,16109,16109
25080,Single,200,12,28060,28060,28060,28060
11689,Multiple,130,31,27929,27929,27929,27929
14419,Multiple,400,218,13908,13908,13908,13908
15502,Multiple,50,218,16798,16798,16798,16798
5774,Single,120,148,17617,17617,17617,17617
3489,Single,150,203,13612,13612,13612,13612
28391,Single,140,207,2935,2935,2935,2935
24421,Multiple,160,34,7854,7854,7854,7854
17388,Single,140,206,18968,18968,18968,18968
3857,Single,140,199,13184,13184,13184,13184
26915,Single,230,186,6236,6236,6236,6236
15650,Single,90,183,15461,15461,15461,15461
3082,Single,50,3,17056,17056,17056,17056
10623,Single,190,64,3141,3141,3141,3141
666,Multiple,60,199,22281,22281,22281,22281
14779,Single,340,114,26950,26950,26950,26950
19416,Multiple,50,14,3601,3601,3601,3601
31584,Single,80,217,16327,16327,16327,16327
21033,Single,70,238,29042,29042,29042,29042
26848,Multiple,370,208,3872,3872,3872,3872
22137,Multiple,250,139,28520,28520,28520,28520
697,Multiple,350,229,23182,23182,23182,23182
30015,Multiple,80,237,5495,5495,5495,5495
4642,Multiple,30,85,12134,12134,12134,12134
26727,Single,200,163,15009,15009,15009,15009
20158,Multiple,310,201,8036,8036,8036,8036
19207,Single,330,116,22150,22150,22150,22150
3049,Single,270,191,15321,15321,15321,15321
11892,Multiple,250,131,4962,4962,4962,4962
9752,Multiple,80,181,13084,13084,13084,13084
12753,Multiple,170,169,4545,4545,4545,4545
6843,Multiple,80,176,26384,26384,26384,26384
4228,Multiple,310,86,17655,17655,17655,17655
24571,Multiple,120,55,1296,1296,1296,1296
4655,Multiple,120,115,8786,8786,8786,8786
14640,Single,70,104,11438,11438,11438,11438
11992,Multiple,340,154,31550,31550,31550,31550
14192,Multiple,330,106,13025,13025,13025,13025
16334,Multiple,160,59,23563,23563,23563,23563
24891,Single,280,45,31449,31449,31449,31449
16599,Multiple,390,156,8660,8660,8660,8660
1373,Multiple,320,242,17033,17033,17033,17033
17761,Multiple,30,182,300,300,300,300
8274,Multiple,270,53,9456,9456,9456,9456
2093,Multiple,50,4,28043,28043,28043,28043
9577,Multiple,310,119,9427,9427,9427,9427
5270,Multiple,290,125,22190,22190,22190,22190
2233,Multiple,310,58,20658,20658,20658,20658
3800,Single,370,159,21558,21558,21558,21558
24087,Single,310,69,6266,6266,6266,6266
14601,Multiple,320,194,3664,3664,3664,3664
2692,Single,350,208,29389,29389,29389,29389
8480,Single,130,194,7633,7633,7633,7633
10569,Single,270,40,27990,27990,27990,27990
21010,Multiple,340,228,6023,6023,6023,6023
31002,Single,190,175,26744,26744,26744,26744
30372,Single,310,135,20250,20250,20250,20250
11848,Single,150,7,10536,10536,10536,10536
30368,Single,300,103,15810,15810,15810,15810
24490,Multiple,210,200,14499,14499,14499,14499
11455,Single,240,205,13849,13849,13849,13849
28953,Single,200,165,6155,6155,6155,6155
13329,Single,60,143,14300,14300,14300,14300
31283,Single,240,50,6733,6733,6733,6733
4055,Single,110,242,31692,31692,31692,31692
25228,Multiple,30,223,5800,5800,5800,5800
24229,Multiple,360,89,30194,30194,30194,30194
31211,Multiple,370,74,21788,21788,21788,21788
22670,Single,320,7,7766,7766,7766,7766
27749,Single,320,203,13633,13633,13633,13633
7077,Single,250,223,1178,1178,1178,1178
18837,Single,40,153,112,112,112,112
29524,Single,250,42,24431,24431,24431,24431
20047,Single,340,36,13089,13089,13089,13089
9132,Single,320,107,20140,20140,20140,20140
7072,Single,330,119,22826,22826,22826,22826
10917,Single,330,98,3295,3295,3295,3295
9144,Multiple,160,70,17553,17553,17553,17553
29494,Single,200,137,6844,6844,6844,6844
15221,Multiple,40,19,22628,22628,22628,22628
12496,Single,330,170,10519,10519,10519,10519
25340,Single,190,80,8378,8378,8378,8378
28609,Single,290,93,6100,6100,6100,6100
2006,Single,350,233,15304,15304,15304,15304
13185,Single,270,240,30011,30011,30011,30011
22424,Multiple,240,29,20841,20841,20841,20841
31431,Multiple,180,240,12385,12385,12385,12385
6383,Single,40,143,3982,3982,3982,3982
20126,Single,310,211,581,581,581,581
7986,Single,390,45,23058,23058,23058,23058
18231,Multiple,360,96,17047,17047,17047,17047
24830,Single,270,76,30532,30532,30532,30532
13492,Single,150,192,24057,24057,24057,24057
25531,Multiple,340,184,4301,4301,4301,4301
9973,Single,230,200,27997,27997,27997,27997
24177,Multiple,300,32,20291,20291,20291,20291
17781,Single,180,32,11934,11934,11934,11934
23410,Multiple,270,184,11305,11305,11305,11305
25193,Single,380,131,26494,26494,26494,26494
1805,Single,100,78,13087,13087,13087,13087
4697,Single,290,216,6210,6210,6210,6210
30851,Multiple,340,178,2106,2106,2106,2106
28975,Single,70,112,6867,6867,6867,6867
8290,Single,200,111,24064,24064,24064,24064
24643,Single,260,191,27132,27132,27132,27132
3220,Multiple,310,183,14674,14674,14674,14674
3254,Single,40,79,14789,14789,14789,14789
15377,Multiple,360,144,22649,22649,22649,22649
22419,Multiple,110,181,13308,13308,13308,13308
17605,Single,220,161,23561,23561,23561,23561
15061,Multiple,200,74,13598,13598,13598,13598
2500,Single,130,104,3616,3616,3616,3616
4009,Single,130,23,23142,23142,23142,23142
7709,Single,40,5,29059,29059,29059,29059
9702,Single,290,58,19897,19897,19897,19897
3933,Multiple,300,145,24608,24608,24608,24608
21111,Multiple,330,121,1771,1771,1771,1771
21068,Multiple,200,170,18531,18531,18531,18531
18550,Multiple,190,224,30905,30905,30905,30905
22512,Multiple,210,109,25802,25802,25802,25802
21232,Multiple,100,127,10270,10270,10270,10270
6323,Single,330,12,29067,29067,29067,29067
2125,Single,400,69,22544,22544,22544,22544
24687,Single,400,95,23110,23110,23110,23110
2112,Single,360,78,5062,5062,5062,5062
25837,Single,390,132,6774,6774,6774,6774
6431,Single,200,33,5417,5417,5417,5417
25817,Single,170,34,9145,9145,9145,9145
3629,Multiple,300,154,15374,15374,15374,15374
15154,Multiple,110,159,8763,8763,8763,8763
18227,Single,40,23,31715,31715,31715,31715
5218,Single,360,47,24324,24324,24324,24324
22330,Single,340,48,19145,19145,19145,19145
31630,Single,70,128,15863,15863,15863,15863
14072,Single,150,109,12711,12711,12711,12711
29768,Multiple,90,188,17974,17974,17974,17974
24589,Single,60,71,28404,28404,28404,28404
5617,Single,320,189,14946,14946,14946,14946
20234,Single,370,2,23667,23667,23667,23667
14039,Single,290,172,24326,24326,24326,24326
11435,Multiple,100,175,22930,22930,22930,22930
24098,Multiple,270,95,11796,11796,11796,11796
3969,Single,230,242,7831,7831,7831,7831
10717,Multiple,250,186,1728,1728,1728,1728
562,Single,200,243,2995,2995,2995,2995
3582,Multiple,70,179,7199,7199,7199,7199
12468,Multiple,120,197,28254,28254,28254,28254
11479,Multiple,80,244,10336,10336,10336,10336
11240,Multiple,90,21,3907,3907,3907,3907
2263,Multiple,310,232,13204,13204,13204,13204
25049,Multiple,40,189,3240,3240,3240,3240
16191,Multiple,260,198,24696,24696,24696,24696
19777,Multiple,310,107,7810,7810,7810,7810
1273,Single,40,161,17268,17268,17268,17268
20308,Single,300,193,12617,12617,12617,12617
15794,Single,260,138,1817,1817,1817,1817
22870,Multiple,360,52,3147,3147,3147,3147
869,Single,80,112,19834,19834,19834,19834
17727,Single,250,190,15025,15025,15025,15025
21735,Single,120,178,18267,18267,18267,18267
4087,Single,380,120,11005,11005,11005,11005
16842,Single,180,203,12509,12509,12509,12509
6762,Single,260,181,19296,19296,19296,19296
25357,Single,160,232,4058,4058,4058,4058
6439,Single,400,222,16675,16675,16675,16675
14580,Single,180,95,25196,25196,25196,25196
17616,Single,240,224,24912,24912,24912,24912
1035,Single,230,152,28602,28602,28602,28602
24735,Single,130,105,10797,10797,10797,10797
29066,Multiple,370,33,16210,16210,16210,16210
1384,Multiple,80,198,20383,20383,20383,20383
3177,Single,220,182,13666,13666,13666,13666
4173,Single,290,157,8167,8167,8167,8167
23313,Single,170,51,16740,16740,16740,16740
7094,Single,380,89,5371,5371,5371,5371
4911,Single,130,31,5094,5094,5094,5094
19367,Single,300,77,6158,6158,6158,6158
1160,Multiple,60,120,8644,8644,8644,8644
1656,Single,230,235,17748,17748,17748,17748
18047,Single,140,192,18899,18899,18899,18899
